rcn,code,title,shortTitle,language
664389,H2020-EU.3.5.,"WYZWANIA SPOÅECZNE - DziaÅania w dziedzinie klimatu, Årodowisko, efektywna gospodarka zasobami i surowce",Climate and environment,pl
664389,H2020-EU.3.5.,"GESELLSCHAFTLICHE HERAUSFORDERUNGEN - Klimaschutz, Umwelt, Ressourceneffizienz und Rohstoffe",Climate and environment,de
664481,H2020-EU.4.,DIFFONDERE L'ECCELLENZA E AMPLIARE LA PARTECIPAZIONE,Spreading excellence and widening participation,it
664143,H2020-EU.2.,PRIORYTET âWiodÄca pozycja w przemyÅleâ,Industrial Leadership,pl
664143,H2020-EU.2.,"PRIORITÃ ""Leadership industriale""",Industrial Leadership,it
664463,H2020-EU.3.7.,SFIDE PER LA SOCIETÃ - SocietÃ  sicure - proteggere la libertÃ  e la sicurezza dell'Europa e dei suoi cittadini,Secure societies,it
664435,H2020-EU.3.6.,"WYZWANIA SPOÅECZNE - Europa w zmieniajÄcym siÄ Åwiecie â integracyjne, innowacyjne i refleksyjne spoÅeczeÅstwa","Inclusive, innovative and reflective societies",pl
664391,H2020-EU.3.5.1.,Combattre le changement climatique et s'y adapter,Fighting and adapting to climate change,fr
664389,H2020-EU.3.5.,"DÃFIS DE SOCIÃTÃ - Action pour le climat, environnement, utilisation efficace des ressources et matiÃ¨res premiÃ¨res",Climate and environment,fr
664203,H2020-EU.2.1.5.3.,"Tecnologie sostenibili, efficienti sotto il profilo delle risorse e a basse emissioni di carbonio in processi industriali a elevata intensitÃ  energetica","Sustainable, resource-efficient and low-carbon technologies in energy-intensive process industries",it
665315,H2020-EU.3.2.6.,Bio-based Industries Joint Technology Initiative (BBI-JTI),,en
665343,H2020-EU.3.4.6.1.,"Reduce the production cost of fuel cell systems to be used in transport applications, while increasing their lifetime to levels which can compete with conventional technologies",,en
665349,H2020-EU.3.1.7.,Innovative Medicines Initiative 2 (IMI2),,en
664103,H2020-EU.1.2.1.,FET Open,FET Open,fr
664101,H2020-EU.1.2.,DOSKONAÅA BAZA NAUKOWA - PrzyszÅe i PowstajÄce Technologie (FET),Future and Emerging Technologies (FET),pl
665339,H2020-EU.3.3.8.3.,"Demonstrate on a large scale the feasibility of using hydrogen to support integration of renewable energy sources into the energy systems, including through its use as a competitive energy storage medium for electricity produced from renewable energy sources",,en
664101,H2020-EU.1.2.,EXCELLENCE SCIENTIFIQUE - Technologies futures et Ã©mergentes (FET),Future and Emerging Technologies (FET),fr
664101,H2020-EU.1.2.,CIENCIA - TecnologÃ­as Futuras y Emergentes (FET),Future and Emerging Technologies (FET),es
665404,H2020-EU.3.4.5.1.,IADP Large Passenger Aircraft,,en
664117,H2020-EU.1.3.4.,Steigerung der strukturellen Wirkung durch die Kofinanzierung von TÃ¤tigkeiten,MSCA Co-funding,de
664115,H2020-EU.1.3.3.,Innovationsanreize durch die gegenseitige Bereicherung mit Wissen,MSCA Knowledge,de
664113,H2020-EU.1.3.2.,FÃ¶rderung von Exzellenz durch grenz- und sektorÃ¼bergreifende MobilitÃ¤t,MSCA Mobility,de
664427,H2020-EU.3.5.5.,Developing comprehensive and sustained global environmental observation and information systems,Environmental observation and information systems,en
664407,H2020-EU.3.5.3.,Ensuring the sustainable supply of non-energy and non-agricultural raw materials,Supply of non-energy and non-agricultural raw materials,en
664339,H2020-EU.3.3.2.4.,"Develop geothermal, hydro, marine and other renewable energy options",,en
664299,H2020-EU.3.2.2.3.,A sustainable and competitive agri-food industry,,en
664295,H2020-EU.3.2.2.1.,Informed consumer choices,,en
664111,H2020-EU.1.3.1.,Fostering new skills by means of excellent initial training of researchers,MCSA Initial training,en
664105,H2020-EU.1.2.2.,FET Proactive,FET Proactive,en
664309,H2020-EU.3.2.4.,Sustainable and competitive bio-based industries and supporting the development of a European bioeconomy,Bio-based industries and supporting bio-economy,en
664291,H2020-EU.3.2.1.4.,Sustainable forestry,,en
664203,H2020-EU.2.1.5.3.,"Sustainable, resource-efficient and low-carbon technologies in energy-intensive process industries","Sustainable, resource-efficient and low-carbon technologies in energy-intensive process industries",en
664389,H2020-EU.3.5.,"SOCIETAL CHALLENGES - Climate action, Environment, Resource Efficiency and Raw Materials",Climate and environment,en
664337,H2020-EU.3.3.2.3.,"Develop competitive and environmentally safe technologies for CO2 capture, transport, storage and re-use",,en
664335,H2020-EU.3.3.2.2.,"Develop efficient, reliable and cost-competitive solar energy systems",,en
664331,H2020-EU.3.3.2.,"Low-cost, low-carbon energy supply","Low-cost, low-carbon energy supply",en
664289,H2020-EU.3.2.1.3.,"Empowerment of rural areas, support to policies and rural innovation",,en
664223,H2020-EU.2.3.,INDUSTRIAL LEADERSHIP - Innovation In SMEs,Innovation in SMEs,en
664147,H2020-EU.2.1.1.,INDUSTRIAL LEADERSHIP - Leadership in enabling and industrial technologies - Information and Communication Technologies (ICT),Information and Communication Technologies,en
664519,H2020-Euratom-1.1.,Support safe operation of nuclear systems,,en
664463,H2020-EU.3.7.,Secure societies - Protecting freedom and security of Europe and its citizens,Secure societies,en
664349,H2020-EU.3.3.4.,"A single, smart European electricity grid","A single, smart European electricity grid",en
664311,H2020-EU.3.2.4.1.,Fostering the bio-economy for bio-based industries,,en
664293,H2020-EU.3.2.2.,Sustainable and competitive agri-food sector for a safe and healthy diet,Sustainable and competitive agri-food sector for a safe and healthy diet,en
664239,H2020-EU.3.1.1.,"Understanding health, wellbeing and disease",,en
664261,H2020-EU.3.1.4.,Active ageing and self-management of health,,en
664235,H2020-EU.3.,PRIORITY 'Societal challenges,Societal Challenges,en
664349,H2020-EU.3.3.4.,Un'unica rete elettrica europea intelligente,"A single, smart European electricity grid",it
664331,H2020-EU.3.3.2.,Un approvisionnement en Ã©lectricitÃ© Ã  faible coÃ»t et Ã  faibles Ã©missions de carbone,"Low-cost, low-carbon energy supply",fr
664357,H2020-EU.3.4.,"RETOS DE LA SOCIEDAD - Transporte inteligente, ecolÃ³gico e integrado",Transport,es
664351,H2020-EU.3.3.5.,Neue Erkenntnisse und neue Technologien,,de
664349,H2020-EU.3.3.4.,Una red elÃ©ctrica europea Ãºnica e inteligente,"A single, smart European electricity grid",es
664341,H2020-EU.3.3.3.,Combustibles alternativos y fuentes de energÃ­a mÃ³viles,Alternative fuels and mobile energy sources,es
664341,H2020-EU.3.3.3.,Alternative Brenn- bzw. Kraftstoffe und mobile Energiequellen,Alternative fuels and mobile energy sources,de
664331,H2020-EU.3.3.2.,Energia elettrica a basso costo e a basse emissioni di carbonio,"Low-cost, low-carbon energy supply",it
664323,H2020-EU.3.3.1.,Ridurre il consumo di energia e le emissioni di carbonio grazie all'uso intelligente e sostenibile,Reducing energy consumption and carbon footprint,it
664293,H2020-EU.3.2.2.,Sector agroalimentario competitivo y sostenible para una dieta sana y segura,Sustainable and competitive agri-food sector for a safe and healthy diet,es
664283,H2020-EU.3.2.1.,Nachhaltige Land- und Forstwirtschaft,Sustainable agriculture and forestry,de
664199,H2020-EU.2.1.5.1.,TecnologÃ­as para las fÃ¡bricas del futuro,Technologies for Factories of the Future,es
664293,H2020-EU.3.2.2.,ZrÃ³wnowaÅ¼ony i konkurencyjny sektor rolno-spoÅ¼ywczy sprzyjajÄcy bezpiecznemu i zdrowemu odÅ¼ywianiu siÄ,Sustainable and competitive agri-food sector for a safe and healthy diet,pl
664283,H2020-EU.3.2.1.,Agricultura y silvicultura sostenibles,Sustainable agriculture and forestry,es
664281,H2020-EU.3.2.,"RETOS DE LA SOCIEDAD - Seguridad alimentaria, agricultura y silvicultura sostenibles, investigaciÃ³n marina, marÃ­tima y de aguas interiores y bioeconomÃ­a","Food, agriculture, forestry, marine research and bioeconomy",es
664281,H2020-EU.3.2.,"GESELLSCHAFTLICHE HERAUSFORDERUNGEN - ErnÃ¤hrungs- und Lebensmittelsicherheit, nachhaltige Land- und Forstwirtschaft, marine, maritime und limnologische Forschung und Biowirtschaft","Food, agriculture, forestry, marine research and bioeconomy",de
664235,H2020-EU.3.,PRIORITÃ Â«DÃ©fis de sociÃ©tÃ©Â»,Societal Challenges,fr
664235,H2020-EU.3.,"PRIORIDAD ""Retos de la sociedad""",Societal Challenges,es
664231,H2020-EU.2.3.2.2.,Mejorar la capacidad de innovaciÃ³n de las PYME,Enhancing the innovation capacity of SMEs,es
664225,H2020-EU.2.3.1.,"Zintegrowane dziaÅania w zakresie wsparcia dla MÅP, w szczegÃ³lnoÅci za pomocÄ specjalnego instrumentu",Mainstreaming SME support,pl
664223,H2020-EU.2.3.,LIDERAZGO INDUSTRIAL - InnovaciÃ³n en la pequeÃ±a y mediana empresa,Innovation in SMEs,es
664341,H2020-EU.3.3.3.,Paliwa alternatywne i mobilne ÅºrÃ³dÅa energii,Alternative fuels and mobile energy sources,pl
664323,H2020-EU.3.3.1.,RÃ©duire la consommation d'Ã©nergie et l'empreinte carbone en utilisant l'Ã©nergie de maniÃ¨re intelligente et durable,Reducing energy consumption and carbon footprint,fr
664323,H2020-EU.3.3.1.,Reducir el consumo de energÃ­a y la huella de carbono mediante un uso inteligente y sostenible,Reducing energy consumption and carbon footprint,es
664309,H2020-EU.3.2.4.,Bioindustrie sostenibili e competitive e sostegno allo sviluppo di una bioeconomia europea,Bio-based industries and supporting bio-economy,it
664309,H2020-EU.3.2.4.,Des bio-industries durables et compÃ©titives et une aide Ã  la crÃ©ation d'une bioÃ©conomie europÃ©enne,Bio-based industries and supporting bio-economy,fr
664283,H2020-EU.3.2.1.,Agriculture et sylviculture durables,Sustainable agriculture and forestry,fr
664281,H2020-EU.3.2.,"WYZWANIA SPOÅECZNE - BezpieczeÅstwo Å¼ywnoÅciowe, zrÃ³wnowaÅ¼one rolnictwo i leÅnictwo, badania mÃ³rz, wÃ³d ÅrÃ³dlÄdowych oraz biogospodarka","Food, agriculture, forestry, marine research and bioeconomy",pl
664231,H2020-EU.2.3.2.2.,ZwiÄkszenie zdolnoÅci MÅP pod wzglÄdem innowacji,Enhancing the innovation capacity of SMEs,pl
664231,H2020-EU.2.3.2.2.,Rafforzare la capacitÃ  di innovazione delle PMI,Enhancing the innovation capacity of SMEs,it
664209,H2020-EU.2.1.6.1.,Assurer la compÃ©titivitÃ© et l'indÃ©pendance de l'Europe et promouvoir l'innovation dans le secteur spatial europÃ©en,"Competitiveness, non-dependence and innovation",fr
664207,H2020-EU.2.1.6.,WIODÄCA POZYCJA W PRZEMYÅLE - WiodÄca pozycja w zakresie technologii prorozwojowych i przemysÅowych â PrzestrzeÅ kosmiczna,Space,pl
664231,H2020-EU.2.3.2.2.,Renforcement de la capacitÃ© d'innovation des PME,Enhancing the innovation capacity of SMEs,fr
664203,H2020-EU.2.1.5.3.,"TecnologÃ­as sostenibles, eficientes en su utilizaciÃ³n de recursos y de baja emisiÃ³n de carbono en las industrias de transformaciÃ³n de gran consumo energÃ©tico","Sustainable, resource-efficient and low-carbon technologies in energy-intensive process industries",es
664103,H2020-EU.1.2.1.,FET Open,FET Open,es
664099,H2020-EU.1.1.,"WISSENSCHAFTSEXZELLENZ - FÃ¼r das Einzelziel ""EuropÃ¤ischer Forschungsrat (ERC)""",European Research Council (ERC),de
664109,H2020-EU.1.3.,DOSKONAÅA BAZA NAUKOWA - DziaÅania âMaria SkÅodowska-Curieâ,Marie-Sklodowska-Curie Actions,pl
664201,H2020-EU.2.1.5.2.,Technologie wspomagajÄce energooszczÄdne systemy i budynki o niewielkim oddziaÅywaniu na Årodowisko,Technologies enabling energy-efficient systems and buildings,pl
664427,H2020-EU.3.5.5.,RozwÃ³j kompleksowych i trwaÅych globalnych systemÃ³w obserwacji i informacji Årodowiskowej,Environmental observation and information systems,pl
664427,H2020-EU.3.5.5.,Sviluppare sistemi globali e continuativi di informazione e osservazione ambientali a livello mondiale,Environmental observation and information systems,it
664427,H2020-EU.3.5.5.,DÃ©velopper des systÃ¨mes complets et soutenus d'observation et d'information Ã  l'Ã©chelle mondiale en matiÃ¨re d'environnement,Environmental observation and information systems,fr
664427,H2020-EU.3.5.5.,Desarrollo de sistemas completos y duraderos de observaciÃ³n e informaciÃ³n sobre el medio ambiente mundial,Environmental observation and information systems,es
664171,H2020-EU.2.1.2.5.,"Sviluppo e standardizzazione di tecniche, metodi di misurazione e attrezzature abilitanti","Capacity-enhancing techniques, measuring methods and equipment",it
664169,H2020-EU.2.1.2.4.,"Sintesi e produzione efficienti e sostenibili di nanomateriali, componenti e sistemi","Synthesis and manufacturing of nanomaterials, components and systems",it
665325,H2020-EU.2.1.1.7.,ECSEL,,en
664161,H2020-EU.2.1.2.,INDUSTRIAL LEADERSHIP - Leadership in enabling and industrial technologies â Nanotechnologies,Nanotechnologies,en
664171,H2020-EU.2.1.2.5.,"Developing and standardisation of capacity-enhancing techniques, measuring methods and equipment","Capacity-enhancing techniques, measuring methods and equipment",en
664173,H2020-EU.2.1.3.,INDUSTRIAL LEADERSHIP - Leadership in enabling and industrial technologies - Advanced materials,Advanced materials,en
664169,H2020-EU.2.1.2.4.,"Efficient and sustainable synthesis and manufacturing of nanomaterials, components and systems","Synthesis and manufacturing of nanomaterials, components and systems",en
664165,H2020-EU.2.1.2.2.,Ensuring the safe and sustainable development and application of nanotechnologies,Safe and sustainable nanotechnologies,en
664169,H2020-EU.2.1.2.4.,"Assurer une synthÃ¨se et une fabrication efficaces et durables des nanomatÃ©riaux, de leurs composants et de leurs systÃ¨mes","Synthesis and manufacturing of nanomaterials, components and systems",fr
664171,H2020-EU.2.1.2.5.,"Desarrollo y normalizaciÃ³n de tÃ©cnicas, mÃ©todos de mediciÃ³n y equipos que potencien la capacidad","Capacity-enhancing techniques, measuring methods and equipment",es
664169,H2020-EU.2.1.2.4.,"Efektywna i zrÃ³wnowaÅ¼ona synteza i produkcja nanomateriaÅÃ³w, czÄÅci i systemÃ³w","Synthesis and manufacturing of nanomaterials, components and systems",pl
664169,H2020-EU.2.1.2.4.,"Effiziente und nachhaltige Synthese und Herstellung von Nanowerkstoffen, Komponenten und Systemen","Synthesis and manufacturing of nanomaterials, components and systems",de
664165,H2020-EU.2.1.2.2.,Assurer la sÃ»retÃ© et la viabilitÃ© du dÃ©veloppement et de l'application des nanotechnologies,Safe and sustainable nanotechnologies,fr
664171,H2020-EU.2.1.2.5.,"Entwicklung und Normung kapazitÃ¤tssteigernder Techniken, Messverfahren und GerÃ¤te","Capacity-enhancing techniques, measuring methods and equipment",de
664165,H2020-EU.2.1.2.2.,GarantÃ­a de un desarrollo y una aplicaciÃ³n seguros y sostenibles de las nanotecnologÃ­as,Safe and sustainable nanotechnologies,es
664165,H2020-EU.2.1.2.2.,GewÃ¤hrleistung der sicheren und nachhaltigen Entwicklung und Anwendung von Nanotechnologien,Safe and sustainable nanotechnologies,de
664171,H2020-EU.2.1.2.5.,RozwÃ³j i standaryzacja technik zwiÄkszania przepustowoÅci oraz metody i urzÄdzenia pomiarowe,"Capacity-enhancing techniques, measuring methods and equipment",pl
664171,H2020-EU.2.1.2.5.,"Mettre au point et standardiser des techniques, des mÃ©thodes de mesure et des Ã©quipements permettant une extension des capacitÃ©s","Capacity-enhancing techniques, measuring methods and equipment",fr
664169,H2020-EU.2.1.2.4.,"SÃ­ntesis y fabricaciÃ³n eficientes y sostenibles de nanomateriales, componentes y sistemas","Synthesis and manufacturing of nanomaterials, components and systems",es
664165,H2020-EU.2.1.2.2.,Zapewnienie bezpiecznego i zrÃ³wnowaÅ¼onego rozwoju i stosowania nanotechnologii,Safe and sustainable nanotechnologies,pl
664165,H2020-EU.2.1.2.2.,Garantire lo sviluppo e l'applicazione sicuri e sostenibili delle nanotecnologie,Safe and sustainable nanotechnologies,it
664399,H2020-EU.3.5.2.,"ProtecciÃ³n del medio ambiente, gestiÃ³n sostenible de los recursos naturales, el agua, la biodiversidad y los ecosistemas",Protection of the environment,es
664355,H2020-EU.3.3.7.,AbsorciÃ³n por el mercado de la innovaciÃ³n energÃ©tica - explotaciÃ³n del Programa EnergÃ­a Inteligente - Europa Europe,Market uptake of energy innovation,es
664316,H2020-EU.3.2.5.,InvestigaciÃ³n transversal marina y marÃ­tima,Cross-cutting marine and maritime research,es
664321,H2020-EU.3.3.,"WYZWANIA SPOÅECZNE - Bezpieczna, czysta i efektywna energia",Energy,pl
664301,H2020-EU.3.2.3.,Uwolnienie potencjaÅu wodnych zasobÃ³w biologicznych,Potential of aquatic living resources,pl
664301,H2020-EU.3.2.3.,Exploiter le potentiel des ressources aquatiques vivantes,Potential of aquatic living resources,fr
664233,H2020-EU.2.3.2.3.,Wsparcie innowacji rynkowych,Supporting market-driven innovation,pl
664237,H2020-EU.3.1.,"GESELLSCHAFTLICHE HERAUSFORDERUNGEN - Gesundheit, demografischer Wandel und Wohlergehen",Health,de
664355,H2020-EU.3.3.7.,"Assorbimento di mercato dell'innovazione energetica - iniziative fondate sul programma ""Energia intelligente - Europa""",Market uptake of energy innovation,it
664355,H2020-EU.3.3.7.,"MarkteinfÃ¼hrung von Energieinnovationen â Aufbau auf ""Intelligente Energie â Europa",Market uptake of energy innovation,de
664213,H2020-EU.2.1.6.3.,Permettere lo sfruttamento dei dati spaziali,,it
664213,H2020-EU.2.1.6.3.,Permettre l'exploitation des donnÃ©es spatiales,Enabling exploitation of space data,fr
664301,H2020-EU.3.2.3.,Nachhaltiger und wettbewerbsfÃ¤higer Agrar- und Lebensmittelsektor fÃ¼r sichere und gesunde ErnÃ¤hrung,Potential of aquatic living resources,de
664213,H2020-EU.2.1.6.3.,Grundlagen fÃ¼r die Nutzung von Weltraumdaten,Enabling exploitation of space data,de
664211,H2020-EU.2.1.6.2.,Favorecer los avances en las tecnologÃ­as espaciales,Enabling advances in space technology,es
664197,H2020-EU.2.1.5.,LEADERSHIP INDUSTRIALE - Leadership nel settore delle tecnologie abilitanti e industriali - Fabbricazione e trasformazione avanzate,Advanced manufacturing and processing,it
664189,H2020-EU.2.1.4.,WIODÄCA POZYCJA W PRZEMYÅLE - WiodÄca pozycja w zakresie technologii prorozwojowych i przemysÅowych â Biotechnologia,Biotechnology,pl
664417,H2020-EU.3.5.4.,UmoÅ¼liwienie ekologizacji gospodarki i spoÅeczeÅstwa poprzez ekoinnowacje,,pl
664487,H2020-EU.4.c.,"Establecimiento de ""cÃ¡tedras del EEI""",ERA chairs,es
664237,H2020-EU.3.1.,"RETOS DE LA SOCIEDAD - Salud, cambio demogrÃ¡fico y bienestar",Health,es
664417,H2020-EU.3.5.4.,Agevolare la transizione verso un'economia e una societÃ  verdi per mezzo dell'ecoinnovazione,A green economy and society through eco-innovation,it
664417,H2020-EU.3.5.4.,Grundlagen fÃ¼r den Ãbergang zu einer umweltfreundlichen Wirtschaft und Gesellschaft durch Ãko-Innovation,A green economy and society through eco-innovation,de
664087,H2020-EC,Program ramowy âHoryzont 2020â,EC Treaty,pl
664487,H2020-EU.4.c.,"Istituzione di cattedre ""SER""",ERA chairs,it
664429,H2020-EU.3.5.6.,Dziedzictwo kulturowe,Cultural heritage,pl
664119,H2020-EU.1.3.5.,Sostegno specifico e azione strategica,MSCA Specific support,it
664483,H2020-EU.4.a.,"Faire travailler ensemble des institutions de recherche d'excellence et des rÃ©gions peu performantes en matiÃ¨re de recherche, de dÃ©veloppement et d'innovation ",Teaming of research institutions and low performing regions,fr
664483,H2020-EU.4.a.,CreaciÃ³n de nuevos centros de excelencia,Teaming of research institutions and low performing regions,es
664447,H2020-EU.3.6.2.,Innovative Gesellschaften,Innovative societies,de
664429,H2020-EU.3.5.6.,Patrimonio culturale,Cultural heritage,it
664399,H2020-EU.3.5.2.,"ProtÃ©ger l'environnement, gÃ©rer les ressources naturelles, l'eau, la biodiversitÃ© et les Ã©cosystÃ¨mes de maniÃ¨re durable",Protection of the environment,fr
664429,H2020-EU.3.5.6.,Kulturerbe,Cultural heritage,de
664321,H2020-EU.3.3.,"GESELLSCHAFTLICHE HERAUSFORDERUNGEN - Sichere, saubere und effiziente Energieversorgung",Energy,de
664316,H2020-EU.3.2.5.,Ãbergreifende Meeresforschung und maritime Forschung,Cross-cutting marine and maritime research,de
664233,H2020-EU.2.3.2.3.,Apoyar la innovaciÃ³n impulsada por el mercado,Supporting market-driven innovation,es
664233,H2020-EU.2.3.2.3.,UnterstÃ¼tzung marktorientierter Innovation,Supporting market-driven innovation,de
664487,H2020-EU.4.c.,Ustanowieniu âkatedr EPBâ (ang. âERA chairsâ),ERA chairs,pl
664487,H2020-EU.4.c.,Einrichtung von EFR-LehrstÃ¼hlen,ERA chairs,de
664483,H2020-EU.4.a.,"ÅÄczeniu w zespoÅy najlepszych instytucji badawczych (ang. teaming) oraz przedstawicieli regionÃ³w osiÄgajÄcych sÅabe wyniki w zakresie badaÅ, rozwoju i innowacji,",Teaming of research institutions and low performing regions,pl
664483,H2020-EU.4.a.,"ZusammenfÃ¼hrung von exzellenten Forschungseinrichtungen und hinsichtlich Forschung, Entwicklung und Innovation leistungsschwachen Regionen",Teaming of research institutions and low performing regions,de
664355,H2020-EU.3.3.7.,Wprowadzanie na rynek innowacji w zakresie energii â korzystanie z programu âInteligentna energia dla Europyâ,Market uptake of energy innovation,pl
664447,H2020-EU.3.6.2.,Innowacyjne spoÅeczeÅstwa,Innovative societies,pl
664353,H2020-EU.3.3.6.,Solidne procesy decyzyjne i udziaÅ spoÅeczeÅstwa,Robust decision making and public engagement,pl
664353,H2020-EU.3.3.6.,Solidez en la toma de decisiones y compromiso pÃºblico,Robust decision making and public engagement,es
664355,H2020-EU.3.3.7.,La commercialisation des innovations dans le domaine de l'Ã©nergie en s'appuyant sur le programme Â«Ãnergie intelligente - EuropeÂ»,Market uptake of energy innovation,fr
664353,H2020-EU.3.3.6.,Qualifizierte Entscheidungsfindung und Einbeziehung der Ãffentlichkeit,Robust decision making and public engagement,de
664447,H2020-EU.3.6.2.,SocietÃ  innovative,Innovative societies,it
664321,H2020-EU.3.3.,"SFIDE PER LA SOCIETÃ - Energia sicura, pulita ed efficiente",Energy,it
664211,H2020-EU.2.1.6.2.,Permettre des avancÃ©es dans le domaine des technologies spatiales,Enabling advances in space technology,fr
664321,H2020-EU.3.3.,"DÃFIS DE SOCIÃTÃ - Ãnergies sÃ»res, propres et efficaces",Energy,fr
664301,H2020-EU.3.2.3.,Desbloquear el potencial de los recursos acuÃ¡ticos vivos,Potential of aquatic living resources,es
664197,H2020-EU.2.1.5.,WIODÄCA POZYCJA W PRZEMYÅLE - WiodÄca pozycja w zakresie technologii prorozwojowych i przemysÅowych â Zaawansowane systemy produkcji i przetwarzania,Advanced manufacturing and processing,pl
664197,H2020-EU.2.1.5.,PRIMAUTÃ INDUSTRIELLE - PrimautÃ© dans le domaine des technologies gÃ©nÃ©riques et industrielles - SystÃ¨mes de fabrication et de transformation avancÃ©s,Advanced manufacturing and processing,fr
664316,H2020-EU.3.2.5.,Przekrojowe badania morskie,Cross-cutting marine and maritime research,pl
664316,H2020-EU.3.2.5.,Ricerca marina e marittima trasversale,Cross-cutting marine and maritime research,it
664233,H2020-EU.2.3.2.3.,Sostegno all'innovazione orientata al mercato,Supporting market-driven innovation,it
664316,H2020-EU.3.2.5.,Recherche marine et maritime Ã  caractÃ¨re transversal,Cross-cutting marine and maritime research,fr
664237,H2020-EU.3.1.,"DÃFIS DE SOCIÃTÃ - SantÃ©, Ã©volution dÃ©mographique et bien-Ãªtre",Health,fr
664447,H2020-EU.3.6.2.,Sociedades innovadoras,Innovative societies,es
664233,H2020-EU.2.3.2.3.,Soutien Ã  l'innovation axÃ©e sur le marchÃ©,Supporting market-driven innovation,fr
664447,H2020-EU.3.6.2.,Des sociÃ©tÃ©s novatrices,Innovative societies,fr
664429,H2020-EU.3.5.6.,Patrimoine culturel,Cultural heritage,fr
664237,H2020-EU.3.1.,"WYZWANIA SPOÅECZNE - Zdrowie, zmiany demograficzne i dobrostan",Health,pl
664237,H2020-EU.3.1.,"SFIDE PER LA SOCIETÃ - Salute, evoluzione demografica e benessere",Health,it
664119,H2020-EU.1.3.5.,Apoyo especÃ­fico y acciones polÃ­ticas,MSCA Specific support,es
664321,H2020-EU.3.3.,"RETOS DE LA SOCIEDAD - EnergÃ­a segura, limpia y eficiente",Energy,es
664429,H2020-EU.3.5.6.,Patrimonio cultural,Cultural heritage,es
664301,H2020-EU.3.2.3.,Liberare il potenziale delle risorse biologiche acquatiche,Potential of aquatic living resources,it
664417,H2020-EU.3.5.4.,"Posibilitar la transiciÃ³n hacia una economÃ­a y una sociedad ""verdes"" a travÃ©s de la ecoinnovaciÃ³n",A green economy and society through eco-innovation,es
664417,H2020-EU.3.5.4.,Garantir la transition vers une Ã©conomie et une sociÃ©tÃ© Â«vertesÂ» grÃ¢ce Ã  l'Ã©co-innovation,A green economy and society through eco-innovation,fr
664213,H2020-EU.2.1.6.3.,UmoÅ¼liwienie wykorzystania danych pozyskanych w przestrzeni kosmicznej,Enabling exploitation of space data,pl
664399,H2020-EU.3.5.2.,"Ochrona Årodowiska, zrÃ³wnowaÅ¼one gospodarowanie zasobami naturalnymi, wodÄ, biorÃ³Å¼norodnoÅciÄ i ekosystemami",Protection of the environment,pl
664353,H2020-EU.3.3.6.,Processo decisionale e impegno pubblico di rilievo,Robust decision making and public engagement,it
664197,H2020-EU.2.1.5.,LIDERAZGO INDUSTRIAL - Liderazgo en tecnologÃ­as industriales y de capacitaciÃ³n - FabricaciÃ³n y transformaciÃ³n avanzadas,Advanced manufacturing and processing,es
